gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TMF1,2597.570461,0.01232916,0.084717115,0.145533286,0.884289837,0.951993679
LRIG1,4192.479525,0.330006695,0.130444242,2.529867856,0.011410549,0.096044494
LRTM1,0.844600518,-0.852818727,0.47475737,-1.796325408,0.072442779,0.274438108
RP11.977G19.10,2.381241666,0.148415622,0.244337069,0.607421637,0.543571133,0.771038076
LIMD1,2677.528273,0.166412438,0.113623378,1.464596822,0.14303095,0.393615649
ZNF660,108.6256717,0.520898217,0.144068985,3.615616623,0.000299634,0.010046536
NFKBIZ,1828.366611,0.200572581,0.13988698,1.433818793,0.151623981,0.406088613
COL8A1,6976.95614,0.067310877,0.187342713,0.359292742,0.719376103,0.872724983
NXPE3,1290.261773,-0.241812658,0.152288222,-1.587861852,0.112317581,0.346415725
GPR128,6.801339941,0.476425683,0.533266883,0.893409469,0.371637934,0.644074209
MYH15,48.87754601,-0.679468357,0.239944173,-2.831776858,0.004629014,0.056451222
PHLDB2,2417.216526,-0.096668844,0.213201447,-0.453415516,0.650249566,0.834651426
ABHD10,1561.082128,-0.131717,0.087269584,-1.509311645,0.13121916,0.375857946
TAGLN3,25.36574075,-0.335798017,0.360724471,-0.93089891,0.351905858,0.628058988
PLA1A,332.1018781,-0.118887977,0.219956993,-0.540505557,0.58884843,0.799919671
RABL3,1420.6773,-0.166216208,0.074600705,-2.228078264,0.025875296,0.154264904
ADPRH,758.7874349,0.025511933,0.106625258,0.239267259,0.810898352,0.919653419
IGSF11,222.8738476,-0.491263147,0.344055868,-1.42785865,0.153332548,0.408554413
ATG3,2646.514422,-0.113170373,0.07502328,-1.508470075,0.13143426,0.376115611
NR1I2,24.92718546,-0.484936278,0.251675424,-1.92683207,0.054000561,0.233349974
BOC,520.1549041,0.493824578,0.204231425,2.417965685,0.015607549,0.116433639
SRPRB,5504.047394,-0.192774091,0.106871269,-1.803797161,0.071263111,0.271670741
TMEM108,570.1685177,0.696713755,0.210114137,3.315882339,0.000913543,0.020445425
AGTR1,70.21888827,0.686845861,0.205237195,3.346595442,0.000818105,0.019057774
MED12L,106.3753372,0.905545653,0.216550591,4.181681748,2.89E-05,0.00207793
EIF2A,5860.664249,-0.07517751,0.088827263,-0.846333742,0.39736659,0.663793992
ALDH1L1,393.8423706,-0.027590328,0.30708411,-0.089846161,0.928409465,0.9724809
OSBPL11,1469.987832,-0.041994677,0.081508246,-0.515219984,0.606399306,0.809469249
TRPC1,254.6725146,0.070591456,0.136257942,0.518072231,0.604407874,0.808240442
NCEH1,2918.900856,0.040655734,0.135557869,0.299914229,0.76424258,0.894895337
SPATA16,1.352226647,0.43410743,0.64845916,0.669444519,0.503211961,0.746466916
FAM86B2,5.698556559,0.273930731,0.211443223,1.295528547,0.19513796,0.467447349
LPP,7359.597591,0.022673498,0.101149212,0.224158923,0.822633645,0.925766375
TMEM44,972.0815408,0.048399644,0.14273775,0.339080893,0.734548792,0.879651822
KIAA0226,1949.601214,0.003318266,0.089267476,0.037172172,0.970347727,0.989428291
AMT,406.6460243,0.145220165,0.188850942,0.768967118,0.441912831,0.700800556
TCTA,2013.060486,0.080759837,0.107142262,0.753762665,0.450991746,0.707998828
NICN1,671.8565429,0.030282802,0.104821493,0.288898783,0.772658835,0.899928726
UCN2,39.02768883,-0.468198898,0.32874198,-1.424213903,0.154384562,0.410133179
VPRBP,1879.465949,-0.044729278,0.068354952,-0.654367778,0.512874888,0.753389544
MANF,4126.668906,-0.232961137,0.095913342,-2.428871026,0.015145919,0.114093654
AC062028.1,10.47863107,-0.323925996,0.235845692,-1.373465815,0.169607581,0.432798305
CCDC39,132.9954584,0.630078827,0.149579752,4.212326999,2.53E-05,0.00189721
STXBP5L,48.91301906,-0.070611154,0.439043766,-0.160829419,0.872227754,0.946658652
EAF2,222.1067344,0.291598068,0.120640773,2.417077262,0.015645696,0.116575773
ILDR1,838.642274,0.023790701,0.118314373,0.201080394,0.840635712,0.932562668
TM4SF19,99.72650509,-1.389119108,0.250160736,-5.552906218,2.81E-08,1.49E-05
MUC4,5204.173488,0.154286574,0.275827153,0.559359628,0.575916308,0.791762505
SLIT2,1160.460218,-0.019926416,0.16304162,-0.122216745,0.902727365,0.959920964
EIF2B5,3800.13414,0.074341586,0.110715101,0.671467444,0.501922792,0.745431866
AHSG,14.12859219,-0.086571441,0.41662394,-0.207792767,0.83539078,0.929979087
ECE2,1302.245355,-0.259497977,0.18009492,-1.440895602,0.149614179,0.402739466
VWA5B2,39.15827208,-0.01114404,0.252947715,-0.044056693,0.964859213,0.986891689
DGKQ,1246.322359,-0.251347495,0.093828141,-2.678807158,0.007388493,0.07356229
FIP1L1,1929.075198,-0.122190843,0.060605594,-2.016164441,0.043782783,0.208076594
SLC26A1,169.0478848,-0.263645493,0.144014311,-1.83068954,0.067146895,0.263275875
LYAR,993.2197752,-0.300350749,0.088620331,-3.389185609,0.000701005,0.017325663
CENPC,903.4456023,0.08070478,0.073063748,1.104580348,0.26934147,0.54977489
EPHA5,16.75552824,-0.588792086,0.404003705,-1.457392786,0.145007987,0.395890688
CORIN,186.2538349,0.144470642,0.197431753,0.731749784,0.464321304,0.719559948
ATP10D,1136.770627,0.082596548,0.118391416,0.697656562,0.485391999,0.734969655
OCIAD2,5926.364532,-0.243578969,0.141926617,-1.716231772,0.08611963,0.300990543
SLC10A4,72.54848163,-0.176798899,0.286457407,-0.617190879,0.537108831,0.76783957
SLC10A6,21.85652543,0.115965482,0.260564614,0.445054609,0.65628029,0.838651939
SCD5,1124.497396,0.275162164,0.18536746,1.484414596,0.137698965,0.38578592
PLAC8,978.7762288,-0.103859735,0.251870923,-0.412353017,0.680080694,0.852637215
ENOPH1,2766.332234,-0.126503062,0.075071316,-1.685105166,0.091968283,0.312039384
CABS1,0.27994113,-0.318656779,1.557263989,-0.20462605,0.837864301,NA
GC,1.989138066,1.798431126,0.73938037,2.432349032,0.015001244,0.113772426
TRMT10A,437.3114767,-0.033328984,0.097235582,-0.342765312,0.731775024,0.878532211
KLHL8,1213.229078,0.096601825,0.067148968,1.438619657,0.150258314,0.403639417
SNCA,284.9550768,-0.060077714,0.221092764,-0.271730802,0.785829016,0.90678315
PYURF,131.9256158,0.072911778,0.105430414,0.691563045,0.489211776,0.737118279
TBCK,1084.179249,-0.034239092,0.073568602,-0.465403597,0.641642459,0.829356447
CAMK2D,3318.526051,0.014809962,0.122485194,0.120912259,0.903760532,0.960131703
CISD2,2087.676346,-0.162994819,0.081012416,-2.011973317,0.04422275,0.209412891
DDIT4L,449.4955388,-0.173069716,0.259411575,-0.667162658,0.504668241,0.747595932
ANK2,447.0436154,0.403533714,0.173292416,2.328628822,0.019878738,0.13400712
TIFA,968.761717,0.111754588,0.088723677,1.259580201,0.207820841,0.483316607
SPATA5,536.3235349,-0.306968696,0.100492174,-3.054652768,0.002253212,0.035909312
FABP2,1.282751951,1.262314048,0.422965728,2.984435769,0.002841018,0.041945542
CCNA2,1514.561984,-0.423097909,0.162231361,-2.607990876,0.009107538,0.083984579
METTL14,999.3758658,1.60E-05,0.057478666,0.000278723,0.999777611,0.999845922
USP53,1871.609513,0.005937014,0.105491602,0.056279494,0.955119154,0.983591541
SETD7,5120.911691,-0.147705726,0.094919587,-1.556114301,0.119680915,0.358629849
NAF1,495.8334976,-0.077892859,0.057722074,-1.349446628,0.177193552,0.442983881
1-Mar,862.0864117,0.354796239,0.127705438,2.778239077,0.005465439,0.062462158
SFRP2,8148.675748,-0.30660836,0.238594967,-1.285057955,0.198772033,0.471592335
RPS3A,31630.31739,-0.093615419,0.154926917,-0.604255355,0.545673884,0.772218913
RNF175,97.84067202,0.309928843,0.167939685,1.845477102,0.064968166,0.258466114
PDGFC,2012.206404,-0.131274881,0.123629313,-1.061842681,0.28830711,0.568633401
CBR4,871.3903908,0.059743946,0.085500733,0.698753605,0.484706027,0.734340483
GLRA3,97.10493263,-0.795588167,0.327913583,-2.426212907,0.015257317,0.114618391
CYP4V2,1212.276138,0.023121936,0.130232326,0.177543755,0.859081299,0.940478063
ROPN1L,86.65323704,0.967469889,0.260485977,3.714095857,0.000203931,0.007750364
NDUFS6,3505.006968,-0.023156621,0.112589782,-0.205672494,0.837046746,0.930760395
6-Mar,9088.372685,0.126047883,0.081229841,1.551743563,0.120723595,0.360538217
NKD2,542.4734151,-0.385401954,0.174450388,-2.209235288,0.02715828,0.157559485
CDH18,16.61947809,-0.720901624,0.525248344,-1.37249671,0.169908862,0.433055608
ADAMTS16,319.4881583,-0.324940784,0.234875108,-1.383461989,0.166523255,0.428222778
SRD5A1,1481.820956,-0.35755057,0.126057262,-2.836413892,0.004562328,0.055943793
MYO10,5715.560882,-0.257686579,0.124165617,-2.075345692,0.037954508,0.192516746
FAM105A,1491.644821,0.26335439,0.182736874,1.441167204,0.149537451,0.402651773
RPL37,41256.26146,-0.01013191,0.111554189,-0.090825003,0.927631642,0.97213451
SKP2,1633.232606,0.083377506,0.170806582,0.488139885,0.625450761,0.819850657
OSMR,11229.73202,-0.224446859,0.16210245,-1.38459881,0.166175176,0.427870582
UGT3A1,28.86310505,-0.284574303,0.723387722,-0.393391115,0.694030631,0.858076919
PLK2,2539.68368,0.035598355,0.163683272,0.217483156,0.827831832,0.927275766
FAM159B,5.407617275,0.056686622,0.33098478,0.171266552,0.864014179,0.942638951
GZMA,620.4226342,0.459732854,0.21142655,2.174432935,0.029672637,0.166174055
PIK3R1,2543.534712,0.267628818,0.102643533,2.607361706,0.009124292,0.084011653
HAPLN1,115.1705743,-0.305766591,0.275909953,-1.10821153,0.267770472,0.547951249
LHFPL2,3109.077576,0.026014963,0.127992681,0.203253519,0.838936884,0.931880049
SSBP2,1058.970345,0.231546608,0.125760677,1.841168586,0.065596857,0.259879817
BHMT,19.16488322,0.423316671,0.314326304,1.346742748,0.178063099,0.444244417
ANKRD31,23.14221318,0.187341203,0.163768267,1.143940805,0.252648187,0.53248441
IQGAP2,1097.310071,0.52287993,0.173947519,3.005963705,0.002647406,0.040072126
CRHBP,13.15596133,0.71135014,0.211744244,3.359478056,0.000780899,0.018498168
RASA1,1903.812685,-0.186709076,0.100441105,-1.858891104,0.063042575,0.253643861
LIX1,5.389835616,-0.015160351,0.265937964,-0.057007095,0.954539543,0.983382092
GIN1,255.3935636,0.10791043,0.074317933,1.452010642,0.146498646,0.398172449
PPIP5K2,1764.258098,0.033418229,0.061668078,0.54190482,0.587884076,0.799619826
PAM,11327.67236,-0.026364258,0.139029234,-0.189631042,0.84959826,0.935752438
BDP1,1517.189011,0.065753649,0.091228036,0.720761429,0.471056311,0.724763147
GTF2H2,133.3440663,-0.214194715,0.162055201,-1.321739223,0.186255003,0.456466084
SLC30A5,3367.380342,-0.100045971,0.067920956,-1.472976488,0.140757376,0.389988358
BTF3,20640.25809,-0.16094464,0.086022016,-1.870970333,0.061349193,0.249890416
FBXL17,1255.404699,0.040588413,0.077047558,0.526796872,0.598334655,0.804818404
SPATA9,16.56412042,0.161099645,0.132395544,1.216805638,0.223678174,0.500354415
TSLP,81.20699711,-0.066026415,0.277091396,-0.238283888,0.811660917,0.920174972
TNFAIP8,1510.859161,0.248212451,0.111538497,2.2253523,0.026057597,0.154568904
FEM1C,1777.226416,-0.03285065,0.081588756,-0.402636975,0.687215305,0.855402843
COMMD10,1355.204793,0.124422973,0.117759463,1.056585765,0.29070068,0.571241967
ATG12,2042.727553,-0.065687672,0.073582824,-0.892703875,0.372015775,0.644417087
MEGF10,169.6054066,-0.573524432,0.322520912,-1.778255027,0.075361979,0.280989881
ADAMTS19,11.66412046,0.136566316,0.495414492,0.275660721,0.782808667,0.905589528
YIPF5,3506.294525,-0.117178176,0.077333049,-1.5152406,0.129711485,0.374262438
ARHGAP26,1983.696019,-0.013947464,0.147009842,-0.094874357,0.924414625,0.970771073
CXCL14,10359.90068,0.085312346,0.336693659,0.253382693,0.7999725,0.913533947
LECT2,1.078028876,-0.727432427,0.608567698,-1.195318828,0.231962486,0.509758524
SLC25A48,25.28025192,-0.6709666,0.31221406,-2.149059529,0.031629681,0.172939265
DDX46,3097.315139,-0.014273577,0.065532865,-0.217807924,0.827578771,0.927099667
CDKN2AIPNLP2,0.104239646,-0.142634778,0.979717799,-0.145587616,0.884246945,NA
IL9,0.192874737,0.107714619,0.991926099,0.108591375,0.913526602,NA
TIMD4,39.34640885,-0.118517729,0.224484695,-0.527954605,0.597530843,0.803995469
RNF145,9959.281952,-0.080450272,0.138898174,-0.57920324,0.562452045,0.78210397
C1QTNF2,63.01298569,0.169967493,0.152592854,1.113862729,0.265338081,0.545866389
GABRA6,0.465530753,0.565797784,0.613712319,0.921926718,0.356566802,0.631925618
GABRB2,93.55885988,0.503634539,0.277995921,1.811661615,0.070038498,0.269741561
FBXO38,2040.790449,0.139015722,0.07734625,1.797316896,0.072285325,0.274398405
SPINK7,2.594569555,0.318560302,0.368878935,0.863590386,0.387812947,0.656553569
PCYOX1L,558.2989812,-0.007371111,0.097577464,-0.075541118,0.939784183,0.977596083
GLRA1,0.415825972,0.244964013,0.385456821,0.635516093,0.525091874,0.760761558
TNIP1,7944.823334,-0.201693776,0.075751322,-2.662577642,0.007754468,0.075921359
G3BP1,8904.991283,-0.127772403,0.060339969,-2.117541754,0.034213896,0.181571561
ZNF300,273.0943124,0.098137839,0.19365438,0.506767978,0.612317627,0.812788131
N4BP3,391.1307032,0.15670355,0.138672739,1.130024191,0.258466031,0.539098961
NHP2,2494.272146,-0.194973806,0.09643896,-2.02173277,0.043203967,0.206617816
RMND5B,1885.348446,-0.029452142,0.072091358,-0.408539149,0.682877895,0.853976744
BOD1,2341.914106,-0.0663515,0.103673409,-0.640004992,0.522169354,0.759034827
CPLX2,179.8959332,-0.938569187,0.499741851,-1.878108039,0.060366387,0.247601281
TENM2,581.8194606,-1.740534367,0.404303032,-4.305024277,1.67E-05,0.001378048
KCNMB1,248.1016245,0.396077075,0.156952878,2.523541336,0.01161794,0.09708378
FAM50B,628.2829878,-0.063310514,0.160826202,-0.393657959,0.693833584,0.85807067
MYLK4,78.24559443,-0.039445964,0.15579525,-0.253191059,0.800120575,0.913533947
FAM217A,3.316198746,0.226889237,0.256541534,0.884415217,0.376472111,0.647684668
TBC1D7,1030.731482,-0.031231365,0.110330423,-0.283071196,0.777122261,0.901871225
FARS2,816.8060739,-0.037681246,0.077970554,-0.483275349,0.628900241,0.821773794
GFOD1,597.479632,-0.218049182,0.183158673,-1.190493348,0.233852543,0.512099334
CDKAL1,1238.511964,0.400162532,0.100156348,3.995378631,6.46E-05,0.003559332
PCDHB18P,18.134048,0.007696645,0.153189538,0.050242626,0.959929044,0.985474208
PSD2,14.49102177,-0.246358058,0.245517802,-1.003422386,0.315657107,0.595222334
LRRTM2,24.51435491,0.28878644,0.240979707,1.198384893,0.230767211,0.508483041
ZMAT2,4013.759488,-0.044353671,0.055641127,-0.797138259,0.425370739,0.686448378
GFRA3,797.4795888,-1.116335661,0.330585989,-3.376839007,0.00073324,0.017784959
KLHL3,260.6911521,-0.065112785,0.133797411,-0.486652058,0.626504925,0.820703508
DCDC2,275.887268,0.001331841,0.275375826,0.004836449,0.996141087,0.99860475
SLC17A4,1.019081577,0.152053948,0.73303091,0.207431837,0.835672621,0.929988145
HIST1H2BA,0.796315069,1.076882706,0.72844165,1.478337636,0.139317429,0.387819186
KAAG1,4.642781696,0.059834345,0.315462836,0.189671611,0.849566468,0.935752438
TRIM7,252.7986645,-0.439141583,0.269916496,-1.626953482,0.103746978,0.333100665
TRIM41,1486.05501,-0.111586464,0.086275663,-1.293371274,0.19588268,0.468411954
HIGD2A,2462.724572,-0.140941879,0.103463603,-1.362236328,0.173123315,0.437024518
FAM193B,1286.582701,0.070923223,0.109590116,0.647168058,0.517523182,0.75607712
PLA2G7,726.5375077,0.435585166,0.156481417,2.783622319,0.005375559,0.061666789
TNFRSF21,10378.62296,0.082601668,0.146309868,0.56456662,0.572368575,0.788996584
RNF44,3356.962037,-0.028465744,0.084533431,-0.336739486,0.736313294,0.880329353
MUT,2382.665395,0.093222702,0.073971269,1.260255541,0.207577193,0.483057922
RASGEF1C,19.27973056,-0.538497475,0.306551383,-1.756630388,0.07898083,0.28810701
DOK3,616.2641461,0.236426348,0.132851402,1.779630059,0.075136524,0.280493285
ABT1,2199.664615,-0.025368967,0.085334196,-0.297289577,0.766245438,0.896352733
PPP1R18,4120.681814,-0.119368559,0.118676883,-1.005828222,0.314498209,0.594778677
DAAM2,1158.536907,0.172969461,0.200122699,0.864317049,0.387413747,0.656181717
PRIM2,951.8505278,0.063896286,0.099363663,0.643054852,0.520188509,0.757725475
MLIP,23.89813443,0.115909629,0.332663059,0.348429517,0.727517639,0.876723812
HMGCLL1,55.3924893,0.400059173,0.220920222,1.810876202,0.070160017,0.269925905
LGSN,734.8827998,-0.876426354,0.360477647,-2.431291818,0.015045092,0.113950469
FGD2,584.9437105,0.286137287,0.133450317,2.14414843,0.032020996,0.174143912
SCUBE3,841.5657788,0.407152202,0.246154337,1.654052523,0.098116841,0.323391974
ANO7,155.0007958,-0.107920508,0.142779273,-0.755855565,0.449735798,0.707175702
CRIP3,13.70135434,0.029840025,0.22703448,0.131433891,0.89543208,0.956638033
TTBK1,30.96471701,0.764826361,0.188985299,4.047015103,5.19E-05,0.003164542
TCTE1,24.24180406,0.679526269,0.282820941,2.402673104,0.016275729,0.11932046
RPL7L1,6225.160805,0.000114785,0.069586862,0.001649519,0.998683875,0.999195674
NFKBIE,1358.776424,0.066886692,0.110052341,0.607771643,0.543338939,0.77100531
CYP39A1,270.5431768,0.466164537,0.219604911,2.122741862,0.033775489,0.180306761
TPBG,2679.772168,-0.290580058,0.132598355,-2.191430337,0.028420666,0.161584459
IRAK1BP1,332.3412063,0.254853973,0.118056565,2.158744602,0.030869986,0.170162754
PHIP,3083.34177,0.220945262,0.090956385,2.429134155,0.015134931,0.114093654
PRSS35,35.40412393,0.147502357,0.224158311,0.658027609,0.510520391,0.751551311
MMS22L,834.0037089,0.102071652,0.126737364,0.805379319,0.420600822,0.68276823
FAXC,768.2482778,0.428535701,0.187570197,2.284668402,0.022332279,0.142626318
GABRR1,56.07715456,-0.08857555,0.443366792,-0.199779396,0.841653116,0.932837649
PNRC1,5000.451511,0.030644064,0.0783998,0.39086916,0.695893951,0.858861414
PM20D2,1504.463034,0.019488211,0.109791689,0.177501693,0.859114335,0.940478063
RARS2,2123.913902,0.040922447,0.097419548,0.420064023,0.674438684,0.849510503
SCML4,71.34536769,0.451686648,0.186213778,2.42563495,0.015281633,0.114706579
TBC1D32,232.0404879,0.377376861,0.12829438,2.941491757,0.003266355,0.045829478
CLVS2,2.548259696,-0.503746541,0.629377556,-0.800388474,0.423485757,0.684482074
GPR6,0.230700921,-0.430839592,0.712530012,-0.604661677,0.545403817,NA
RNF217,1376.740379,0.078384174,0.175208524,0.44737649,0.654603248,0.8375825
RSPO3,179.7197766,-0.09263079,0.226203092,-0.40950276,0.682170742,0.853473787
ARHGAP18,2401.970202,0.171229051,0.111224168,1.539495002,0.123683497,0.365105517
TAAR2,0,0,0,0,1,NA
TAAR6,0.192798174,0.16145084,1.190788635,0.135583121,0.89215085,NA
TAAR8,0.045105576,-0.094157003,2.359867593,-0.039899274,0.96817343,NA
ABRACL,2588.157085,0.114769449,0.14058623,0.816363373,0.414292339,0.677426469
TAAR1,1.27977352,0.925172565,0.647503578,1.428830044,0.153053088,0.408130828
SLC18B1,901.0994002,0.048880813,0.113313048,0.431378507,0.666193176,0.844977218
MTFR2,280.5022858,-0.225926043,0.16006202,-1.411490636,0.158099995,0.414986891
SLC2A12,539.1516037,0.341860737,0.27637022,1.236966619,0.216099476,0.491846074
SHPRH,475.3508786,0.271716225,0.11455824,2.371861027,0.017698746,0.125799062
AIG1,2018.338474,0.02841608,0.09772828,0.290766198,0.771230139,0.89932475
DYNLT1,5085.648615,0.171724568,0.115983832,1.480590566,0.138715711,0.387231936
TIAM2,297.4366024,0.074676017,0.109230378,0.683656129,0.494192333,0.740267266
TMEM181,3210.150702,-0.122813216,0.108847124,-1.128309244,0.259189341,0.539935772
PNLDC1,42.96744969,1.863260982,0.355305408,5.244110952,1.57E-07,5.03E-05
WTAP,4833.441828,0.070672869,0.085537832,0.826217683,0.408680619,0.672833914
ZMYM4,3423.057342,-0.034433454,0.063214525,-0.544707949,0.585954397,0.798491461
VIP,4.752629975,0.188830879,0.208799326,0.904365368,0.365801695,0.639837258
C6orf211,1649.892371,0.099222931,0.085043493,1.166731607,0.243318774,0.523513293
SLC22A3,1211.357475,0.319787488,0.265635813,1.203856833,0.228644919,0.506433919
LINC01558,30.53163722,0.480114872,0.206439715,2.325690442,0.020035071,0.134451689
VWDE,251.6544943,-0.010945477,0.272884716,-0.040110261,0.968005222,0.988103153
GNA12,4873.794679,-0.250646985,0.087819478,-2.854116096,0.004315676,0.054057654
C7orf50,4148.31373,-0.282084804,0.121357163,-2.32441824,0.020103089,0.134648324
SDK1,2750.872249,0.005591588,0.224226841,0.024937193,0.98010506,0.992782111
WASH2P,134.0383428,0.079000498,0.108786091,0.726200355,0.467715954,0.722304547
CCZ1B,561.962527,-0.058831963,0.098270695,-0.598672505,0.549391295,0.77519054
C7orf26,1546.944402,-0.044408558,0.071058248,-0.624959928,0.531997358,0.765512134
RBAK,1115.727026,0.000870111,0.08777868,0.009912555,0.992091055,0.997788772
CREB5,568.5055656,-0.051910731,0.184261702,-0.281722844,0.778156037,0.902668921
FERD3L,0.071864198,-0.128835243,1.71316461,-0.075203073,0.94005314,NA
EGFR,12005.59825,-0.345383704,0.197073306,-1.752564623,0.079676768,0.289010833
LINC00525,19.99833469,0.244806976,0.273929162,0.893687166,0.371489294,0.644074209
CDCA5,1597.464524,-0.358876775,0.160577573,-2.23491219,0.025423114,0.153244415
IGFBP3,23484.83142,-0.30694228,0.20734502,-1.480345566,0.138781049,0.387236704
PURB,3953.504411,-0.031522333,0.074351285,-0.423964878,0.671591428,0.848310766
AC004453.8,92.43049696,-0.172480519,0.150328118,-1.147360333,0.251232728,0.531241012
IGFBP1,44.04060434,-2.539522086,0.389647643,-6.517483512,7.15E-11,1.00E-07
SSC4D,136.6245584,-0.415795539,0.177865483,-2.337696619,0.019402992,0.132402009
MDH2,12298.79326,-0.308142425,0.080851824,-3.811199428,0.000138294,0.005906579
POMZP3,414.7305238,-0.070171568,0.130489697,-0.537755617,0.590745777,0.800832625
AC006014.8,1.796368862,0.170826479,0.308081858,0.554484057,0.579247614,0.7935018
GBAS,5580.639592,-0.174427057,0.114079368,-1.528997393,0.12626509,0.369023433
CCT6A,13488.37463,-0.489818286,0.10541758,-4.646457332,3.38E-06,0.000424783
PSPH,1343.736668,-0.33526577,0.154985728,-2.163204154,0.030525481,0.169224844
TRIM50,11.13140726,0.602943347,0.306507545,1.96714031,0.049167037,0.221815484
ZNF92,657.6989552,-0.098928503,0.091119617,-1.085699286,0.277612057,0.55856567
ATXN7L1,425.0403388,0.113870076,0.101269935,1.124421341,0.260834323,0.541499891
TMEM168,1828.210949,0.099383612,0.083980549,1.183412273,0.236645795,0.515666041
ASB15,0.662385362,1.372554568,0.522852919,2.625125573,0.008661702,0.081103407
C7orf43,1011.273787,-0.250060473,0.084531568,-2.95819039,0.003094509,0.044239091
SLC12A9,2457.950231,-0.21715517,0.095203027,-2.280969166,0.022550272,0.143516034
GIGYF1,2839.218842,-0.126904512,0.108604468,-1.168501763,0.242604428,0.522753074
TRIM4,2030.412994,-0.034534582,0.082019507,-0.421053272,0.673716182,0.849308497
MEPCE,2957.52649,-0.198939857,0.083081723,-2.394508077,0.016642677,0.120957199
ZAN,4.0196323,-0.617936884,0.400526155,-1.542812813,0.1228762,0.363782159
TMEM209,1761.602966,-0.126951575,0.068376948,-1.856642888,0.063361978,0.254564422
AGBL3,106.7498503,0.215286325,0.121039681,1.778642524,0.075298388,0.28081018
STRA8,9.517606011,-0.613908549,0.54092219,-1.134929496,0.25640486,0.537374911
ZC3HAV1L,320.0608479,-0.144048131,0.131613946,-1.094474677,0.273746848,0.553967816
TMEM140,1275.433388,0.04816207,0.09044069,0.532526564,0.594361348,0.802169285
TLK2,1794.444418,-0.061423617,0.058517647,-1.049659727,0.293874586,0.574861699
EPHA1,1284.660826,-0.106648878,0.140136646,-0.761034892,0.446636227,0.704909992
NOM1,1203.940342,-0.201874185,0.08290577,-2.434983535,0.014892467,0.113419042
CNPY1,2.591325155,-0.172004279,0.499593431,-0.344288512,0.730629323,0.878028678
NCAPG2,1762.071194,-0.294699314,0.124586048,-2.365427899,0.01800925,0.12648776
ASB10,0.959024878,0.960980562,0.521420018,1.843006654,0.065328039,0.259321748
NLGN4X,152.5255292,-0.48348681,0.265207996,-1.823047637,0.068296176,0.265644997
SHROOM2,1186.258456,0.331867051,0.157019779,2.113536601,0.034554866,0.18253135
RAB19,75.35296519,0.042694599,0.181860005,0.234766291,0.814390132,0.921405988
C7orf55.LUC7L2,1766.078667,-0.034135297,0.0620118,-0.550464537,0.582000794,0.79567633
DENND2A,386.5846157,0.164955467,0.15416755,1.069975273,0.284630439,0.564842644
TMEM27,237.2612903,0.308776045,0.241806498,1.276955117,0.201618094,0.475739236
SH3KBP1,3117.538491,-0.510573128,0.133406112,-3.827209404,0.000129604,0.005615158
TMEM47,1037.93785,0.106959483,0.148387228,0.72081327,0.47102441,0.724763147
LANCL3,108.7607283,0.545634553,0.245003774,2.227045506,0.025944233,0.154408714
SYTL5,281.6412014,0.537332985,0.261165184,2.057444936,0.039643446,0.197609784
CASK,3632.015337,-0.095007623,0.111741378,-0.850245677,0.395188511,0.662400151
KDM6A,1734.718761,0.236483601,0.086807024,2.724244996,0.006444868,0.068029161
SPIN2A,7.877278396,0.10893055,0.191226453,0.56964164,0.56892078,0.786531029
MSN,32598.41642,-0.175957359,0.112404512,-1.56539409,0.117490533,0.354512379
AKAP4,0.129705642,-0.145412314,0.876615601,-0.165879222,0.868251999,NA
CCNB3,39.83055332,-0.095647843,0.199250882,-0.480037236,0.631200916,0.823304638
HDAC8,891.2934481,-0.045581219,0.066217274,-0.688358428,0.491227096,0.738663003
SLC16A2,843.3097161,-0.070026531,0.159443799,-0.439192564,0.660522012,0.840982933
CXorf36,531.4885173,0.076163867,0.118179988,0.644473465,0.519268459,0.756960455
ZNF157,13.72847113,-0.020910054,0.25645037,-0.081536453,0.935015336,0.975277619
ZNF182,434.2199858,0.099629705,0.066876292,1.48976121,0.136287034,0.38356357
CHST7,417.6959988,-0.231327954,0.205430535,-1.126064117,0.260138381,0.540756595
KRBOX4,540.0080983,0.012324263,0.076764967,0.160545416,0.872451449,0.946658652
NDUFB11,4600.653006,-0.136607642,0.085076331,-1.605706782,0.10833835,0.340353343
ZNF41,609.5679248,-0.026221867,0.070079071,-0.374175441,0.708273794,0.866873186
RAB41,24.724164,0.1737238,0.142265694,1.22112222,0.222039748,0.498546634
ZMYM3,2616.390293,0.063378613,0.083533173,0.758723869,0.448017755,0.705985085
TAF1,2125.030144,0.077269955,0.090916179,0.849903229,0.39537889,0.66258094
GPR174,44.52052269,0.647003479,0.197961225,3.268334388,0.001081825,0.022628994
NONO,19917.60653,-0.049525642,0.069493242,-0.712668461,0.476050937,0.728576028
CCDC120,1137.164881,-0.023974287,0.111255362,-0.215488827,0.829386222,0.927927663
LPAR4,12.88011288,-0.41792009,0.214377775,-1.949456237,0.051240964,0.227148831
EBP,3002.06662,-0.241334996,0.116381993,-2.073645493,0.038112247,0.192834225
AWAT2,5.967578911,-0.286227312,0.313939984,-0.911726209,0.361912864,0.63706723
OGT,6740.745078,0.138974609,0.105159432,1.321561052,0.18631436,0.456476594
SNX12,3479.505303,-0.101598752,0.060708442,-1.673552291,0.094218622,0.315927263
